x1,x2,y
6.491294172157135,1.2343855492373867,12.194450819869296
3.6534060235224572,4.151003489948363,18.106416493367547
2.887329418343083,0.7983124963953281,7.282266907529067
8.161998023200631,2.3533202232612283,17.221958692984316
7.4951078338112085,6.089966291627238,27.765006708692923
3.6792209526713835,2.823562700701224,14.149909054775055
8.942055939378529,6.076225576451808,29.170732668733955
1.18200972659523,6.515801714654092,22.729414870557505
4.584253328467121,7.991546781189167,30.55889367203462
3.592396436556642,0.5611503837334575,7.275847587757015
4.3856001746256865,0.8524058256279832,8.942817651509635
0.8265292507225153,0.3441221507174985,3.858895702875011
6.128116741737985,5.420191247446201,24.38869048407659
2.354028598262381,7.841502546816823,27.87853623871285
0.9280165526349682,6.81757226762464,23.380733355508887
6.229162934635697,8.328862960478489,33.21575181607116
7.869224475485187,0.6740045393997462,11.891238093684425
0.1427831847378569,1.7572080121748046,7.4144072212622705
7.5720048492241085,6.391715669940659,28.747151859046085
5.5788264607372415,0.29400773059410246,8.46084965251955
2.9403122420840377,6.67804223446719,24.974438945485606
0.6774575396169591,7.7149336936313775,25.822258620511093
9.360999810940575,3.3779017128231184,21.49470494940993
7.803603438114371,5.326533364415753,25.783203531361632
3.387359507563649,2.1828374566160527,11.935871877411806
5.753461525960364,9.430907979623267,36.04618546483017
8.443007838613367,8.025656493908999,34.51997732034037
2.9742671849170232,2.591699739578135,12.749366403651429
5.807011029356507,0.1126501712327388,8.144961543054723
5.19295323005612,8.099672768228105,31.491971534740436
4.629097760164164,9.477156306370674,35.060566679276185
0.9624486009710365,5.545090245586918,19.59771933773179
9.651070278701315,0.7696547552384925,13.960034544416793
8.803730851830577,9.305297795314507,38.7196242377741
6.678570945520606,0.7049808895401855,10.793513614141162
3.582976724842648,1.4114050242900367,9.81719179771276
6.698044811999365,3.1700294629878902,18.208133200963033
1.8279089268231818,9.234631674254066,31.531803949585377
5.4010769486548424,0.00367803360103669,7.412111049457953
0.572641992098859,7.121712439264351,23.937779309891912
1.9235803693110465,6.913178716858561,24.66311651988673
8.127374009899615,5.708067113943253,27.251575351729375
7.364077524619011,0.10971125986685704,9.693211304219583
3.6885316637913226,7.9499305528647,29.538323322385423
8.916898480545516,0.7989654555868675,13.313794847306118
4.930146360423827,3.0285771944343,16.01587794372673
5.09964712461819,2.7722164099403535,15.41629635443925
5.8549533082539105,4.969689696857834,22.764022398827414
9.51244640389574,8.969049920219573,38.41959616455446
7.893369040825124,8.522018853033138,35.45942559992454
1.0819315087056758,3.8982733513592382,14.77675156278339
3.641035443417281,3.1240834322211564,15.01328574008075
7.793695845005326,8.507575570831726,35.3164225575005
7.017864334838898,0.21259246196749348,9.655641720741379
6.205274546768021,8.534967844204015,33.810178079380066
9.610847281685452,0.1783333776028262,12.14584741449393
1.7020944872354082,5.465489928416819,20.098564272485866
0.811218623157004,1.4890929405043074,7.2784974446699255
8.466383300669564,1.223958994280343,14.138260283510593
3.7341666923543446,2.551359937526386,13.388246504933502
9.352872546952662,7.786544529136123,34.71250613436103
7.022440682021008,0.5275548456444201,10.605105218954268
0.5036203771369618,8.998791355390777,29.49999444330929
2.879036002544315,1.5288582825806107,9.465610850286147
3.104205767370123,5.764003731782799,22.39621696271852
1.3602352194458789,0.5383205834445126,4.975196969779416
3.075113308601438,1.0713183486110534,8.289068354434598
1.0940634049807696,9.563047828610866,31.783206890813368
7.035452704364538,8.489892509461527,34.50513023274912
0.11447259236478269,7.330062513627799,24.10466013324818
1.0444636939873364,0.2911365080775863,3.9178732182200955
9.293401485704024,0.5326651658725656,12.891396983321721
4.235316930416665,3.0046871540834577,15.249378392667037
5.47450966556538,9.81741441825848,36.92675292034082
4.0349260791083434,9.306422438086479,33.95419339336778
8.883983908187993,9.384122308284024,39.03635083304006
8.372101301558946,8.924443145522538,37.145430738126564
7.381669246512405,1.7061498717929469,14.500118861891245
2.540945032795338,2.966890588630482,13.441616798686784
8.46328275539555,3.75244264505336,21.72061069055563
0.5679517246420118,1.7265497128186957,7.747600863098099
6.024407933641799,3.2087519005971323,17.650663635433197
9.291825470255572,1.347837673370763,15.335338490367862
9.061703595544886,2.328807084617507,18.048124849397407
0.035518563748312415,6.45114910697994,21.38896588468813
6.695564007869139,3.375226211570154,18.8212426425796
3.6845719495612563,1.9892269850795585,11.652252904799932
9.689320147501073,3.5684926223559774,22.394798014569005
2.759224161897169,7.52371915496381,27.330381626788597
7.68708805212523,6.080815104515029,27.929533365670316
4.589710119148165,7.608785536569098,29.41606672885546
2.065116763890268,5.322349099157955,20.032164061364135
1.821335815633588,1.5683677776781912,8.52643914866816
6.583768709882856,7.5599499509275,31.263618562665357
8.13137695128791,3.1324502777968943,19.528727784678594
3.64699786856284,6.533300497709993,25.24689936169282
6.194098236108852,9.95391828298088,38.05585308505149
8.728772911090374,9.52157647413252,39.293502333487936
8.60957819647637,2.562310585177603,18.29650995200918
5.716441016582467,3.1836004269809703,17.267242297525378
